order_id,customer_id,order_date,ship_date,order_status,payment_method,sales_channel,order_amount,discount_amount,shipping_fee,city_x,state_x,net_amount,order_month,order_year,customer_name,gender,customer_segment,city_y,state_y,age,product_id,quantity,unit_price,discount_pct,item_total,product_name,category,sub_category,brand,profit_margin
ORD00027,CUST0422,2022-01-19,2022-01-22,Returned,Wallet,Mobile App,44242.84,13408.6,49,Bangalore,WB,30883.24,2022-01,2022,Eve Lee,Male,Home Office,New York,NY,46.0,PROD080,5.0,399.91,11.4,1771.6,Samsung Dress 334,Sports,Shoes,Apple,33.19
ORD00028,CUST0473,2022-01-20,2022-01-25,Returned,Cod,Mobile App,34218.77,8442.99,0,Hyderabad,GJ,25775.78,2022-01,2022,Iris Thomas,Male,Home Office,Hyderabad,TS,46.0,,,,,,,,,,
ORD00030,CUST0082,2022-01-22,2022-01-25,Cancelled,Credit Card,Online,18296.46,68.98,0,London,DL,18227.48,2022-01,2022,Peter Davis,Female,Corporate,Chennai,TN,20.0,PROD005,7.0,3300.68,0.0,23104.76,Prestige Decor 174,Electronics,Bedding,Prestige,48.78
ORD00030,CUST0082,2022-01-22,2022-01-25,Cancelled,Credit Card,Online,18296.46,68.98,0,London,DL,18227.48,2022-01,2022,Peter Davis,Female,Corporate,Chennai,TN,20.0,PROD017,10.0,1015.88,100.0,0.0,Puma Furniture 159,Clothing,Lighting,Apple,25.19
ORD00030,CUST0082,2022-01-22,2022-01-25,Cancelled,Credit Card,Online,18296.46,68.98,0,London,DL,18227.48,2022-01,2022,Peter Davis,Female,Corporate,Chennai,TN,20.0,PROD188,4.0,1974.92,15.5,6675.23,Puma Swimming 432,Books,Running,Puma,48.2
ORD00031,CUST0267,2022-01-22,2022-01-23,Delivered,Cod,Mobile App,17102.23,0.0,49,Toronto,NY,17151.23,2022-01,2022,Rahul Miller,Male,Corporate,Chennai,TN,46.0,PROD060,1.0,1322.24,0.0,1322.24,Penguin Laptop 245,Home & Kitchen,Mobile,Reebok,56.7
ORD00032,CUST0397,2022-01-23,2022-01-29,Shipped,Cod,In-Store,27949.77,0.0,149,Kolkata,TN,28098.77,2022-01,2022,Bob  Harris,Female,Home Office,New York,NY,46.0,PROD166,7.0,4593.79,2.8,31256.15,Prestige Non-Fiction 799,Books,Non-Fiction,Lg,32.2
ORD00032,CUST0397,2022-01-23,2022-01-29,Shipped,Cod,In-Store,27949.77,0.0,149,Kolkata,TN,28098.77,2022-01,2022,Bob  Harris,Female,Home Office,New York,NY,46.0,PROD136,3.0,2337.74,7.6,6480.22,Philips Appliances 779,Sports,Furniture,Penguin,44.03
ORD00032,CUST0397,2022-01-23,2022-01-29,Shipped,Cod,In-Store,27949.77,0.0,149,Kolkata,TN,28098.77,2022-01,2022,Bob  Harris,Female,Home Office,New York,NY,46.0,PROD054,6.0,1548.33,11.2,8249.5,Puma Yoga 622,Books,Swimming,Apple,14.74
ORD00033,CUST0493,2022-01-24,2022-01-25,Delivered,Cod,In-Store,38991.54,9338.38,0,Kolkata,ON,29653.16,2022-01,2022,Priya  Martin,Female,Home Office,Mumbai,MH,46.0,,,,,,,,,,
ORD00034,CUST0270,2022-01-25,2022-01-28,Shipped,Debit Card,In-Store,47280.12,2000.58,0,Hyderabad,KA,45279.54,2022-01,2022,Jack Lee,Female,Home Office,Delhi,DL,64.0,PROD017,1.0,3125.92,21.8,2444.47,Puma Furniture 159,Clothing,Lighting,Apple,25.19
ORD00034,CUST0270,2022-01-25,2022-01-28,Shipped,Debit Card,In-Store,47280.12,2000.58,0,Hyderabad,KA,45279.54,2022-01,2022,Jack Lee,Female,Home Office,Delhi,DL,64.0,PROD036,2.0,1226.1,24.4,1853.86,Apple Headphones 657,Clothing,Laptop,Philips,40.54
ORD00035,CUST0578,2022-01-25,2022-01-28,Pending,Wallet,Mobile App,38981.94,7328.32,49,Ahmedabad,MH,31702.62,2022-01,2022,Peter Brown,Male,Home Office,Mumbai,MH,64.0,,,,,,,,,,
ORD00036,CUST0037,2022-01-26,2022-01-27,Shipped,Credit Card,Mobile App,29826.52,9045.41,149,Hyderabad,KA,20930.11,2022-01,2022,Zoe Thomas,Female,Corporate,Mumbai,MH,25.0,PROD190,1.0,344.1,26.0,254.63,Samsung Jacket 891,Home & Kitchen,Dress,Samsung,56.46
ORD00036,CUST0037,2022-01-26,2022-01-27,Shipped,Credit Card,Mobile App,29826.52,9045.41,149,Hyderabad,KA,20930.11,2022-01,2022,Zoe Thomas,Female,Corporate,Mumbai,MH,25.0,PROD165,2.0,693.95,15.5,1172.78,Nike Appliances 352,Home & Kitchen,Furniture,Nike,38.62
ORD00037,CUST0967,2022-01-27,2022-02-02,Returned,Credit Card,In-Store,6118.66,484.51,99,Bangalore,MH,5733.15,2022-01,2022,Victor Johnson,Male,Home Office,Jaipur,RJ,43.0,PROD086,4.0,3898.26,30.9,10774.79,Reebok Cycling 816,Electronics,Running,Reebok,32.19
ORD00037,CUST0967,2022-01-27,2022-02-02,Returned,Credit Card,In-Store,6118.66,484.51,99,Bangalore,MH,5733.15,2022-01,2022,Victor Johnson,Male,Home Office,Jaipur,RJ,43.0,PROD027,8.0,3245.44,32.9,17421.52,Harpercollins Saree 716,Home & Kitchen,Saree,Apple,18.1
ORD00037,CUST0967,2022-01-27,2022-02-02,Returned,Credit Card,In-Store,6118.66,484.51,99,Bangalore,MH,5733.15,2022-01,2022,Victor Johnson,Male,Home Office,Jaipur,RJ,43.0,PROD133,2.0,58.0,18.0,95.12,Nike Swimming 562,Books,Football,Puma,14.61
ORD00038,CUST0446,2022-01-28,2022-02-04,Pending,Cod,In-Store,43927.5,0.0,0,London,TN,43927.5,2022-01,2022,Grace Shah,Male,Consumer,Sydney,NSW,46.0,PROD175,8.0,1928.33,11.3,13683.43,Penguin Dress 839,Books,Shoes,Sony,51.37
ORD00038,CUST0446,2022-01-28,2022-02-04,Pending,Cod,In-Store,43927.5,0.0,0,London,TN,43927.5,2022-01,2022,Grace Shah,Male,Consumer,Sydney,NSW,46.0,PROD176,7.0,3759.81,22.3,20449.61,Nike Jacket 282,Electronics,Shoes,Puma,11.71
ORD00039,CUST0389,2022-01-28,2022-02-04,Returned,Wallet,In-Store,27396.79,7383.29,199,Sydney,NSW,20212.5,2022-01,2022,Arjun Thomas,Female,Home Office,New York,NY,46.0,,,,,,,,,,
ORD00040,CUST0540,2022-01-29,2022-02-01,Shipped,Upi,In-Store,43369.87,8682.67,0,Kolkata,ON,34687.2,2022-01,2022,Mia  Johnson,Female,Home Office,New York,NY,39.0,PROD064,4.0,3302.4,14.0,11360.26,Apple Laptop 953,Clothing,Camera,Harpercollins,39.99
ORD00040,CUST0540,2022-01-29,2022-02-01,Shipped,Upi,In-Store,43369.87,8682.67,0,Kolkata,ON,34687.2,2022-01,2022,Mia  Johnson,Female,Home Office,New York,NY,39.0,PROD147,3.0,3665.83,28.6,7852.21,Lg Appliances 636,Books,Bedding,Penguin,31.75
ORD00041,CUST0528,2022-01-30,2022-02-05,Pending,Net Banking,Mobile App,43419.52,3372.04,49,Hyderabad,TS,40096.48,2022-01,2022,Alice Brown,Female,Consumer,Hyderabad,TS,48.0,PROD107,4.0,1372.24,18.2,4489.97,Penguin Shoes 647,Electronics,Jeans,Harpercollins,43.39
ORD00042,CUST0741,2022-01-30,2022-02-04,Cancelled,Debit Card,Mobile App,9392.52,3645.34,0,Hyderabad,KA,5747.18,2022-01,2022,Sneha Harris,Male,Home Office,Kolkata,WB,46.0,PROD043,9.0,2160.85,8.0,17891.84,Puma Mobile 944,Clothing,Headphones,Sony,23.91
ORD00042,CUST0741,2022-01-30,2022-02-04,Cancelled,Debit Card,Mobile App,9392.52,3645.34,0,Hyderabad,KA,5747.18,2022-01,2022,Sneha Harris,Male,Home Office,Kolkata,WB,46.0,PROD143,9.0,1971.99,9.0,16150.6,Apple Mobile 427,Sports,Laptop,Prestige,43.6
ORD00043,CUST0428,2022-01-31,2022-02-03,Delivered,Wallet,Mobile App,49666.38,11968.9,149,Sydney,TN,37846.48,2022-01,2022,Diana Lee,Other,Corporate,Ahmedabad,GJ,46.0,PROD178,8.0,2491.8,12.5,17442.6,Nike Camera 275,Sports,Camera,Samsung,44.67
ORD00043,CUST0428,2022-01-31,2022-02-03,Delivered,Wallet,Mobile App,49666.38,11968.9,149,Sydney,TN,37846.48,2022-01,2022,Diana Lee,Other,Corporate,Ahmedabad,GJ,46.0,PROD118,6.0,735.11,100.0,0.0,Philips Tablet 619,Books,Camera,Samsung,55.89
ORD00043,CUST0428,2022-01-31,2022-02-03,Delivered,Wallet,Mobile App,49666.38,11968.9,149,Sydney,TN,37846.48,2022-01,2022,Diana Lee,Other,Corporate,Ahmedabad,GJ,46.0,PROD054,5.0,4571.88,36.6,14492.86,Puma Yoga 622,Books,Swimming,Apple,14.74
ORD00043,CUST0428,2022-01-31,2022-02-03,Delivered,Wallet,Mobile App,49666.38,11968.9,149,Sydney,TN,37846.48,2022-01,2022,Diana Lee,Other,Corporate,Ahmedabad,GJ,46.0,PROD091,1.0,1479.78,5.9,1392.47,Samsung Fiction 485,Clothing,Self-Help,Apple,40.0
ORD00044,CUST0461,2022-02-01,2022-02-04,Returned,Debit Card,Online,13053.12,3479.34,0,Mumbai,RJ,9573.78,2022-02,2022,Grace Patel,Other,Consumer,Bangalore,KA,29.0,PROD113,2.0,987.92,13.9,1701.2,Nike Laptop 971,Home & Kitchen,Tablet,Lg,26.98
ORD00044,CUST0461,2022-02-01,2022-02-04,Returned,Debit Card,Online,13053.12,3479.34,0,Mumbai,RJ,9573.78,2022-02,2022,Grace Patel,Other,Consumer,Bangalore,KA,29.0,PROD016,1.0,3492.67,38.4,2151.48,Reebok Decor 388,Home & Kitchen,Furniture,Lg,43.56
ORD00045,CUST0382,2022-02-02,2022-02-08,Pending,Wallet,Online,34163.69,905.93,199,Hyderabad,WB,33456.76,2022-02,2022,Sneha  Wilson,Other,Corporate,Sydney,NSW,45.0,PROD005,9.0,3613.97,17.4,26866.25,Prestige Decor 174,Electronics,Bedding,Prestige,48.78
ORD00045,CUST0382,2022-02-02,2022-02-08,Pending,Wallet,Online,34163.69,905.93,199,Hyderabad,WB,33456.76,2022-02,2022,Sneha  Wilson,Other,Corporate,Sydney,NSW,45.0,PROD178,10.0,1152.62,22.7,8909.75,Nike Camera 275,Sports,Camera,Samsung,44.67
ORD00046,CUST0071,2022-02-02,2022-02-09,Returned,Wallet,In-Store,42500.25,15544.73,99,Ahmedabad,GJ,27054.52,2022-02,2022,Xander Wilson,Male,Consumer,Chennai,TN,23.0,,,,,,,,,,
ORD00047,CUST0890,2022-03-02,2022-02-08,Shipped,Credit Card,Online,47171.76,1687.67,0,New York,ON,45484.09,2022-03,2022,Uma  Davis,Other,Home Office,New York,NY,46.0,,,,,,,,,,
ORD00048,CUST0575,2022-02-04,2022-02-07,Shipped,Cod,In-Store,44742.99,14737.47,149,Jaipur,MH,30154.52,2022-02,2022,,,,,,,PROD022,9.0,2187.38,29.3,13918.3,Lg Cookware 668,Home & Kitchen,Furniture,Philips,32.34
ORD00049,CUST0346,2022-02-05,2022-02-11,Delivered,Upi,In-Store,581.34,45.95,0,Chennai,NSW,535.39,2022-02,2022,Olivia  Thompson,Other,Home Office,Sydney,NSW,46.0,PROD198,2.0,658.93,20.5,1047.7,Reebok Football 148,Clothing,Football,Nike,59.52
ORD00050,CUST0782,2022-05-02,2022-02-12,Delivered,Debit Card,Mobile App,32474.01,9961.0,49,Toronto,GJ,22562.01,2022-05,2022,,,,,,,,,,,,,,,,
