customer_id,customer_name,email,phone,age,gender,city,state,customer_segment,registration_date
CUST0056,Iris Anderson,kmartin@yahoo.com,,46,Female,Surat,GJ,Home Office,2020-04-10
CUST0057,Steve Thomas,alice.patel@yahoo.com,8243753906,51,Female,Mumbai,MH,Home Office,2020-12-04
CUST0058,Nick Harris,uma26@hotmail.com,6526044822,46,Female,Kolkata,WB,Consumer,2020-04-14
CUST0059,Frank  Moore,,6811545609,18,Female,Hyderabad,TS,Home Office,2020-04-16
CUST0060,Tina Patel,,,69,Other,London,LDN,Home Office,2020-04-17
CUST0061,Victor  Lee,henry@outlook.com,7579125557,52,Female,Ahmedabad,GJ,Consumer,2020-04-19
CUST0062,Karen Williams,xander@outlook.com,,39,Female,Ahmedabad,GJ,Consumer,2020-04-21
CUST0063,Bob Jackson,tpatel@yahoo.com,,41,Female,Sydney,NSW,Corporate,2020-04-23
CUST0064,Bob  Johnson,peter@hotmail.com,9485253781,46,Male,New York,NY,Consumer,2020-04-25
CUST0065,Quinn Brown,,7917624738,69,Other,Delhi,DL,Consumer,2020-04-26
CUST0066,Peter Thomas,peter.moore@hotmail.com,7167496657,46,Female,Sydney,NSW,Home Office,2020-04-28
CUST0067,Tina Lee,fanderson@gmail.com,8351275639,46,Other,Pune,MH,Corporate,2020-04-30
CUST0068,Priya Garcia,frank.white@outlook.com,,47,Male,Surat,GJ,Corporate,2020-05-02
CUST0069,Henry Miller,,8516711804,46,Female,Delhi,DL,Home Office,2020-04-05
CUST0070,Diana  Jackson,eve@gmail.com,9149861842,46,Other,Mumbai,MH,Home Office,2020-05-06
CUST0071,Xander Wilson,iris@outlook.com,,23,Male,Chennai,TN,Consumer,2020-05-07
CUST0072,Quinn  Anderson,,,57,Female,Mumbai,MH,Consumer,2020-05-09
CUST0073,Wendy Martin,amit@hotmail.com,,34,Other,Sydney,NSW,Consumer,2020-05-11
CUST0074,Henry  Harris,karen@yahoo.com,,49,Male,Mumbai,MH,Consumer,2020-05-13
CUST0075,Diana Patel,quinn.brown@hotmail.com,,46,Other,Bangalore,KA,Consumer,2020-05-15
CUST0076,Henry  Anderson,priya.martin@yahoo.com,6654762561,59,Female,Delhi,DL,Consumer,2020-05-17
CUST0077,Rahul  Johnson,nick@yahoo.com,,46,Male,Pune,MH,Consumer,2020-05-18
CUST0078,Tina Patel,mia79@gmail.com,,55,Female,Sydney,NSW,Home Office,2020-05-20
CUST0079,Alice Thomas,tina@hotmail.com,,53,Other,London,LDN,Corporate,2020-05-22
CUST0080,Sneha Jackson,zoe@hotmail.com,9748766605,34,Other,London,LDN,Consumer,2020-05-24
CUST0081,Victor Davis,xjohnson@yahoo.com,7572337634,46,Female,Kolkata,WB,Consumer,2020-05-26
CUST0082,Peter Davis,rahul@hotmail.com,,20,Female,Chennai,TN,Corporate,2020-05-28
CUST0083,Olivia  Harris,rshah@outlook.com,8327114760,46,Female,Bangalore,KA,Home Office,2020-05-29
CUST0084,Wendy Johnson,hshah@gmail.com,7268961168,46,Male,Delhi,DL,Home Office,2020-05-31
CUST0085,Tina Anderson,peter85@gmail.com,6809861078,46,Male,Chennai,TN,Home Office,2020-02-06
CUST0086,Steve Patel,,9970989978,46,Other,London,LDN,Consumer,2020-06-04
CUST0087,Iris Shah,eve@outlook.com,,45,Other,Toronto,ON,Consumer,2020-06-06
CUST0088,Yara  Smith,victor@hotmail.com,9614345062,46,Male,Pune,MH,Consumer,2020-06-08
CUST0089,Peter Shah,,,46,Other,Sydney,NSW,Home Office,2020-06-09
CUST0091,Uma Jones,oshah@outlook.com,,28,Female,Mumbai,MH,Corporate,2020-06-13
CUST0092,Mia Wilson,alice40@hotmail.com,,46,Other,London,LDN,Corporate,2020-06-15
CUST0093,Xander Walker,eve@hotmail.com,6714469480,24,Female,Sydney,NSW,Consumer,2020-06-17
CUST0094,Sneha White,diana18@yahoo.com,6278607682,46,Other,Mumbai,MH,Consumer,2020-06-18
CUST0097,Priya Wilson,charlie@hotmail.com,8192071758,46,Male,Mumbai,MH,Corporate,2020-06-24
CUST0098,Arjun Davis,victor49@gmail.com,9751252216,46,Male,Delhi,DL,Home Office,2020-06-26
CUST0099,Frank  Walker,eve@yahoo.com,9283144690,46,Other,Mumbai,MH,Consumer,2020-06-28
CUST0100,Frank Lee,peter.garcia@yahoo.com,9745145663,46,Female,Hyderabad,TS,Corporate,2020-06-29
CUST0101,Diana Shah,,,46,Male,Delhi,DL,Corporate,2020-07-01
CUST0102,Priya Garcia,pdavis@outlook.com,,25,Other,Hyderabad,TS,Consumer,2020-03-07
CUST0103,Iris  Smith,nick69@yahoo.com,,46,Other,Pune,MH,Consumer,2020-05-07
CUST0104,Amit Brown,imoore@outlook.com,6346760672,38,Female,London,LDN,Consumer,2020-07-07
CUST0106,Rahul Patel,peter@outlook.com,,69,Male,Toronto,ON,Corporate,2020-07-10
CUST0107,Eve  Thomas,amit@yahoo.com,9987462850,46,Other,Toronto,ON,Corporate,2020-07-12
CUST0108,Xander Thomas,,6290505619,46,Female,Kolkata,WB,Home Office,2020-07-14
CUST0109,Zoe Lee,mia.harris@hotmail.com,,64,Female,Hyderabad,TS,Consumer,2020-07-16
CUST0110,Zoe Williams,grace.martin@gmail.com,6200061963,40,Female,London,LDN,Corporate,2020-07-18
CUST0111,Quinn  Martin,grace@hotmail.com,,46,Male,Bangalore,KA,Consumer,2020-07-20
CUST0112,Pooja Miller,priya12@outlook.com,,46,Female,Bangalore,KA,Consumer,2020-07-21
CUST0113,Priya Jackson,wendy@hotmail.com,9660540722,54,Female,Surat,GJ,Corporate,2020-07-23
CUST0114,Rahul Garcia,pjohnson@outlook.com,,46,Female,Ahmedabad,GJ,Corporate,2020-07-25
CUST0116,Arjun Wilson,sneha.davis@gmail.com,,68,Male,Bangalore,KA,Home Office,2020-07-29
CUST0117,Karen Moore,diana19@hotmail.com,,39,Other,Pune,MH,Home Office,2020-07-31
CUST0118,Jack Martin,,6556865760,44,Other,Sydney,NSW,Corporate,2020-08-01
CUST0119,Iris Thompson,diana@yahoo.com,,49,Other,Bangalore,KA,Consumer,2020-03-08
CUST0120,Pooja Shah,zoe.walker@gmail.com,7189998443,47,Other,Toronto,ON,Corporate,2020-05-08
CUST0121,Sneha Thomas,victor@yahoo.com,9376815988,46,Other,Surat,GJ,Home Office,2020-08-07
CUST0122,Iris  Lee,grace.walker@gmail.com,,63,Other,Sydney,NSW,Home Office,2020-08-09
CUST0123,Henry  Moore,peter.moore@yahoo.com,,26,Other,Kolkata,WB,Consumer,2020-10-08
CUST0124,Nick Jackson,,6658090039,28,Other,New York,NY,Home Office,2020-08-12
CUST0125,Sneha Williams,mia.walker@outlook.com,9802813548,46,Other,Ahmedabad,GJ,Corporate,2020-08-14
CUST0126,Amit Brown,rahul.harris@gmail.com,8538994061,46,Female,New York,NY,Consumer,2020-08-16
CUST0127,Charlie  Patel,iris74@gmail.com,6266192234,63,Other,Delhi,DL,Home Office,2020-08-18
CUST0128,Karen  Lee,priya.jones@hotmail.com,,70,Female,Jaipur,RJ,Corporate,2020-08-20
CUST0129,Xander Anderson,leo@hotmail.com,9706310053,55,Female,Jaipur,RJ,Consumer,2020-08-21
CUST0130,Henry Jones,,8830794809,46,Female,Chennai,TN,Corporate,2020-08-23
CUST0131,Arjun Wilson,sneha.williams@gmail.com,,46,Male,Surat,GJ,Consumer,2020-08-25
CUST0132,Henry Miller,peter@gmail.com,9291898710,45,Female,Ahmedabad,GJ,Home Office,2020-08-27
CUST0133,Henry Thomas,eve@gmail.com,9372491666,48,Male,New York,NY,Corporate,2020-08-29
CUST0134,Xander Moore,rjohnson@yahoo.com,,46,Other,Ahmedabad,GJ,Consumer,2020-08-31
CUST0135,Steve  Smith,gwilson@yahoo.com,9890040374,50,Female,Hyderabad,TS,Home Office,2020-09-01
CUST0136,Charlie Garcia,,6902959376,55,Female,Pune,MH,Corporate,2020-09-03
CUST0137,Jack Harris,alice@yahoo.com,,46,Female,Toronto,ON,Home Office,2020-09-05
CUST0138,Henry Smith,ftaylor@yahoo.com,7207673349,46,Female,London,LDN,Consumer,2020-07-09
CUST0139,Xander Brown,peter83@hotmail.com,9944048177,64,Female,Ahmedabad,GJ,Consumer,2020-09-09
CUST0140,Tina Williams,karen@outlook.com,6272591127,49,Female,Chennai,TN,Home Office,2020-11-09
CUST0141,Xander Jackson,arjun.patel@yahoo.com,6963685029,46,Female,Delhi,DL,Corporate,2020-09-12
CUST0142,Tina Martin,pooja38@gmail.com,,45,Male,Hyderabad,TS,Consumer,2020-09-14
CUST0144,Pooja Patel,nick@gmail.com,8338123991,46,Male,Hyderabad,TS,Consumer,2020-09-18
CUST0145,Bob Moore,,6753939761,46,Other,London,LDN,Consumer,2020-09-20
CUST0146,Jack Jackson,diana.miller@hotmail.com,,57,Male,Delhi,DL,Corporate,2020-09-22
CUST0147,Jack Garcia,karen.patel@hotmail.com,,40,Male,Pune,MH,Consumer,2020-09-23
CUST0148,Arjun Garcia,,,46,Male,Jaipur,RJ,Consumer,2020-09-25
CUST0149,Diana Anderson,alice44@outlook.com,7787507560,28,Male,Sydney,NSW,Home Office,2020-09-27
CUST0150,Tina Garcia,yharris@yahoo.com,9111500207,34,Other,Sydney,NSW,Home Office,2020-09-29
CUST0151,Steve  Jones,,8309107461,60,Other,Chennai,TN,Corporate,2020-10-01
CUST0152,Nick Miller,sneha@gmail.com,7760555221,46,Male,New York,NY,Consumer,2020-03-10
CUST0153,Leo Harris,sgarcia@gmail.com,6486267885,46,Female,New York,NY,Consumer,2020-10-04
CUST0154,Pooja Garcia,,6269055029,52,Other,London,LDN,Home Office,2020-10-06
CUST0155,Alice Martin,pooja@hotmail.com,8937167377,18,Male,Sydney,NSW,Corporate,2020-10-08
CUST0156,Henry Brown,jack@yahoo.com,8819044151,46,Male,Chennai,TN,Corporate,2020-10-10
CUST0157,Wendy White,,9729298787,46,Male,London,LDN,Home Office,2020-10-12
CUST0158,Eve Lee,sanderson@gmail.com,,26,Other,Delhi,DL,Home Office,2020-10-13
CUST0159,Charlie Miller,,,46,Female,Delhi,DL,Corporate,2020-10-15
CUST0161,Amit Miller,diana4@yahoo.com,,46,Female,Mumbai,MH,Corporate,2020-10-19
CUST0162,Tina Johnson,uma.walker@yahoo.com,,25,Other,Chennai,TN,Home Office,2020-10-21
CUST0163,Rahul Garcia,,7588293766,46,Other,Mumbai,MH,Consumer,2020-10-23
CUST0165,Yara Wilson,,9643569021,46,Female,Chennai,TN,Consumer,2020-10-26
CUST0166,Amit Jackson,karen@hotmail.com,6640273782,65,Other,Ahmedabad,GJ,Consumer,2020-10-28
CUST0167,Iris White,diana@gmail.com,,63,Other,Sydney,NSW,Corporate,2020-10-30
CUST0168,Iris Patel,,,46,Male,Kolkata,WB,Corporate,2020-11-01
CUST0169,Sneha Walker,leo.wilson@yahoo.com,8845382835,46,Other,Chennai,TN,Corporate,2020-11-03
CUST0170,Rahul  Brown,eve@outlook.com,9704697685,46,Female,Ahmedabad,GJ,Home Office,2020-04-11
CUST0171,Rahul Patel,ethompson@gmail.com,7913330750,46,Other,Delhi,DL,Corporate,2020-11-06
CUST0172,Jack Garcia,pwhite@yahoo.com,9831856709,32,Female,Pune,MH,Corporate,2020-11-08
CUST0173,Uma  Williams,zoe16@yahoo.com,6617511527,46,Male,Chennai,TN,Consumer,2020-10-11
CUST0174,Frank Moore,,8172535838,46,Other,Sydney,NSW,Consumer,2020-11-12
CUST0175,Arjun Williams,pwhite@gmail.com,,46,Female,Surat,GJ,Consumer,2020-11-14
CUST0176,Yara Thomas,charlie.shah@hotmail.com,7959166755,46,Female,Toronto,ON,Home Office,2020-11-15
CUST0177,Olivia Brown,fthompson@gmail.com,,31,Female,Jaipur,RJ,Home Office,2020-11-17
CUST0178,Zoe Wilson,,,53,Female,Jaipur,RJ,Consumer,2020-11-19
CUST0179,Victor Williams,uma@yahoo.com,8366564581,46,Female,Sydney,NSW,Consumer,2020-11-21
CUST0180,Charlie Taylor,quinn26@gmail.com,,46,Male,Pune,MH,Home Office,2020-11-23
CUST0181,Rahul Smith,ndavis@outlook.com,,46,Female,Toronto,ON,Corporate,2020-11-25
CUST0182,Rachel Lee,uma@gmail.com,7611697526,46,Other,Hyderabad,TS,Home Office,2020-11-26
CUST0183,Frank Davis,peter.thompson@yahoo.com,,32,Female,London,LDN,Home Office,2020-11-28
CUST0184,Karen Harris,,,46,Other,Ahmedabad,GJ,Home Office,2020-11-30
CUST0185,Bob Harris,zoe@gmail.com,,46,Female,New York,NY,Corporate,2020-02-12
CUST0186,Tina  Shah,ilee@gmail.com,,36,Female,Bangalore,KA,Consumer,2020-04-12
CUST0187,Henry Brown,tina@gmail.com,7384976854,66,Female,Sydney,NSW,Consumer,2020-12-05
CUST0188,Frank Smith,sneha45@gmail.com,,46,Other,Jaipur,RJ,Consumer,2020-12-07
CUST0189,Mia Johnson,uma76@yahoo.com,,45,Female,Delhi,DL,Consumer,2020-12-09
CUST0190,Diana  Wilson,eve.jones@outlook.com,,47,Other,Bangalore,KA,Home Office,2020-12-11
CUST0191,Mia Smith,abrown@gmail.com,6228718546,46,Male,Chennai,TN,Consumer,2020-12-13
CUST0192,Amit Shah,,9759091699,46,Male,Pune,MH,Corporate,2020-12-15
CUST0193,Bob Lee,gdavis@hotmail.com,6617857180,44,Female,Kolkata,WB,Home Office,2020-12-16
CUST0194,Henry Johnson,,,46,Male,Ahmedabad,GJ,Consumer,2020-12-18
CUST0195,Leo Brown,,8626998235,31,Other,Sydney,NSW,Consumer,2020-12-20
CUST0196,Bob  Miller,quinn.moore@gmail.com,8527219856,38,Other,Surat,GJ,Consumer,2020-12-22
CUST0197,Rachel Martin,iris@yahoo.com,,46,Male,Jaipur,RJ,Consumer,2020-12-24
CUST0198,Nick Smith,,,46,Other,Chennai,TN,Home Office,2020-12-26
CUST0199,Peter Thomas,ewalker@yahoo.com,6639528648,46,Other,Toronto,ON,Home Office,2020-12-27
CUST0200,Rahul Walker,peter.lee@gmail.com,,46,Female,Kolkata,WB,Home Office,2020-12-29
CUST0201,Frank Martin,xander@yahoo.com,7590910502,46,Other,Chennai,TN,Consumer,2020-12-31
CUST0202,Uma Wilson,steve@yahoo.com,,32,Female,Delhi,DL,Consumer,2021-01-02
CUST0203,Zoe Harris,karen.jackson@gmail.com,,46,Male,Hyderabad,TS,Corporate,2021-01-04
CUST0205,Pooja  Taylor,tina62@hotmail.com,6449434459,26,Female,Bangalore,KA,Corporate,2021-07-01
CUST0206,Bob Walker,alice@outlook.com,,46,Female,New York,NY,Consumer,2021-01-09
CUST0207,Victor  Jackson,tina8@yahoo.com,8354626229,63,Female,Hyderabad,TS,Consumer,2021-01-11
CUST0208,Priya Taylor,grace@outlook.com,9758293983,46,Other,Sydney,NSW,Corporate,2021-01-13
CUST0209,Leo Anderson,iris78@hotmail.com,8297475805,46,Female,Surat,GJ,Consumer,2021-01-15
CUST0210,Arjun Shah,,9326057528,41,Female,New York,NY,Corporate,2021-01-17
CUST0211,Bob Taylor,handerson@outlook.com,,46,Other,Delhi,DL,Corporate,2021-01-18
CUST0212,Uma  Taylor,gmartin@gmail.com,9400249927,36,Male,Bangalore,KA,Home Office,2021-01-20
CUST0213,Yara Davis,jdavis@outlook.com,7713546516,39,Female,Ahmedabad,GJ,Corporate,2021-01-22
CUST0214,Quinn Anderson,rachel.white@yahoo.com,7974230575,53,Male,Delhi,DL,Consumer,2021-01-24
CUST0215,Frank  Shah,steve@hotmail.com,8963382466,46,Female,London,LDN,Home Office,2021-01-26
CUST0216,Henry Thomas,njackson@yahoo.com,9508970423,46,Male,Delhi,DL,Corporate,2021-01-27
CUST0217,Grace Thomas,victor41@yahoo.com,,36,Male,Chennai,TN,Home Office,2021-01-29
CUST0218,Karen Walker,nick@outlook.com,,46,Male,Mumbai,MH,Corporate,2021-01-31
CUST0219,Steve Johnson,quinn.harris@hotmail.com,6289630619,46,Other,Ahmedabad,GJ,Home Office,2021-02-02
CUST0220,Jack Anderson,pooja@outlook.com,,46,Female,Bangalore,KA,Consumer,2021-02-04
CUST0222,Quinn Brown,diana@gmail.com,,35,Male,Mumbai,MH,Home Office,2021-07-02
CUST0223,Frank Smith,frank@yahoo.com,6527780790,46,Other,Ahmedabad,GJ,Corporate,2021-02-09
CUST0225,Tina Thomas,,,52,Female,Jaipur,RJ,Consumer,2021-02-13
CUST0227,Karen Smith,alice@gmail.com,8378924968,37,Male,Pune,MH,Corporate,2021-02-17
CUST0228,Diana Walker,vmiller@hotmail.com,,45,Female,Hyderabad,TS,Consumer,2021-02-18
CUST0230,Leo Martin,,9230177767,46,Female,Jaipur,RJ,Corporate,2021-02-22
CUST0231,Bob Wilson,karen.walker@gmail.com,,46,Other,Delhi,DL,Corporate,2021-02-24
CUST0232,Diana Davis,rahul@hotmail.com,7937850514,46,Male,Pune,MH,Home Office,2021-02-26
CUST0233,Tina Anderson,priya@yahoo.com,,46,Other,Kolkata,WB,Corporate,2021-02-28
CUST0234,Yara White,alice.martin@outlook.com,,46,Female,Chennai,TN,Home Office,2021-03-01
CUST0235,Grace Walker,,9184189438,46,Other,Bangalore,KA,Home Office,2021-03-03
CUST0236,Uma Shah,eve@outlook.com,,46,Other,Kolkata,WB,Consumer,2021-03-05
CUST0237,Jack Shah,jack66@gmail.com,,46,Female,Jaipur,RJ,Consumer,2021-07-03
CUST0238,Arjun  Harris,charlie41@gmail.com,,43,Male,Kolkata,WB,Home Office,2021-03-09
CUST0240,Quinn Jackson,jack@hotmail.com,7468965063,37,Male,Pune,MH,Corporate,2021-03-12
CUST0241,Yara Shah,priya@outlook.com,,27,Female,Mumbai,MH,Consumer,2021-03-14
CUST0242,Henry Miller,imoore@outlook.com,8862822145,53,Other,Ahmedabad,GJ,Consumer,2021-03-16
CUST0243,Diana Smith,charlie@yahoo.com,9391250425,49,Female,Hyderabad,TS,Corporate,2021-03-18
CUST0244,Mia  Patel,,,46,Other,Pune,MH,Home Office,2021-03-20
CUST0245,Peter Taylor,xander@gmail.com,9544517369,64,Male,Delhi,DL,Home Office,2021-03-21
CUST0246,Peter Smith,charlie@yahoo.com,7124804609,49,Other,Mumbai,MH,Corporate,2021-03-23
CUST0247,Pooja Patel,wendy@yahoo.com,7810841299,65,Female,New York,NY,Corporate,2021-03-25
CUST0248,Yara  Anderson,,6326099417,46,Female,Kolkata,WB,Consumer,2021-03-27
CUST0249,Henry Johnson,,9210605413,54,Other,London,LDN,Home Office,2021-03-29
CUST0250,Rachel  Taylor,,,46,Other,Kolkata,WB,Corporate,2021-03-31
CUST0252,Uma White,arjun@outlook.com,,33,Other,Hyderabad,TS,Corporate,2021-03-04
CUST0253,Sneha Davis,jack@outlook.com,6211592272,46,Male,Chennai,TN,Consumer,2021-04-05
CUST0254,Arjun Walker,peter.harris@yahoo.com,,53,Other,Kolkata,WB,Corporate,2021-07-04
CUST0255,Eve  Harris,karen@gmail.com,9432184213,24,Female,Bangalore,KA,Corporate,2021-04-09
CUST0256,Amit Thomas,leo@yahoo.com,7891984698,42,Female,Surat,GJ,Home Office,2021-04-11
CUST0257,Bob Walker,arjun@hotmail.com,9772678518,28,Male,Hyderabad,TS,Consumer,2021-04-12
CUST0258,Arjun Williams,bthompson@hotmail.com,,28,Other,Jaipur,RJ,Consumer,2021-04-14
CUST0259,Olivia Anderson,,7130678197,45,Other,Surat,GJ,Consumer,2021-04-16
CUST0260,Bob Jackson,victor62@gmail.com,,46,Female,Ahmedabad,GJ,Corporate,2021-04-18
CUST0261,Rachel Harris,adavis@hotmail.com,,46,Male,Jaipur,RJ,Consumer,2021-04-20
CUST0262,Grace Shah,pdavis@hotmail.com,8688996003,43,Female,Kolkata,WB,Corporate,2021-04-22
CUST0263,Peter Brown,rachel@yahoo.com,,46,Male,Delhi,DL,Consumer,2021-04-23
CUST0264,Iris Thomas,karen@outlook.com,,46,Male,New York,NY,Corporate,2021-04-25
CUST0265,Tina Moore,grace@hotmail.com,,54,Female,Mumbai,MH,Home Office,2021-04-27
CUST0266,Arjun Walker,yara@gmail.com,,46,Female,New York,NY,Home Office,2021-04-29
CUST0267,Rahul Miller,charlie.anderson@yahoo.com,8472769123,46,Male,Chennai,TN,Corporate,2021-05-01
CUST0268,Frank Jones,amoore@yahoo.com,7964048388,56,Male,Delhi,DL,Consumer,2021-03-05
CUST0269,Nick Martin,,9430570947,31,Other,Chennai,TN,Corporate,2021-05-04
CUST0270,Jack Lee,mia@yahoo.com,9378965689,64,Female,Delhi,DL,Home Office,2021-05-06
CUST0271,Xander Martin,swilson@gmail.com,8111334226,51,Other,Mumbai,MH,Corporate,2021-05-08
CUST0272,Karen Johnson,,7469243620,44,Other,Mumbai,MH,Corporate,2021-05-10
CUST0273,Peter Jones,tina.lee@yahoo.com,9674558056,18,Other,Surat,GJ,Corporate,2021-12-05
CUST0274,Priya  Harris,,9911182636,46,Female,Hyderabad,TS,Consumer,2021-05-13
CUST0275,Rahul Williams,olivia@gmail.com,,47,Male,Chennai,TN,Consumer,2021-05-15
CUST0276,Charlie Moore,bob.taylor@yahoo.com,9956808156,46,Other,Delhi,DL,Corporate,2021-05-17
CUST0277,Alice Shah,mia@yahoo.com,7955522471,22,Other,Jaipur,RJ,Consumer,2021-05-19
CUST0278,Sneha Thompson,zoe@outlook.com,8302476546,32,Male,Delhi,DL,Corporate,2021-05-21
CUST0279,Steve White,vharris@yahoo.com,9523861817,30,Other,Hyderabad,TS,Corporate,2021-05-23
CUST0280,Karen Garcia,rachel.taylor@hotmail.com,,46,Female,Chennai,TN,Corporate,2021-05-24
CUST0281,Alice White,eve74@yahoo.com,9989516564,46,Other,Surat,GJ,Home Office,2021-05-26
CUST0283,Amit Harris,wendy.garcia@outlook.com,9771435478,59,Female,London,LDN,Home Office,2021-05-30
CUST0284,Rachel Shah,,,22,Other,Kolkata,WB,Home Office,2021-06-01
CUST0286,Yara Davis,blee@gmail.com,6295858216,54,Female,Kolkata,WB,Home Office,2021-04-06
CUST0287,Wendy Davis,henry@outlook.com,,46,Female,Delhi,DL,Consumer,2021-06-06
CUST0288,Nick Miller,quinn@outlook.com,9763281908,46,Other,Chennai,TN,Consumer,2021-08-06
CUST0289,Steve  Garcia,leo.white@hotmail.com,,56,Other,London,LDN,Consumer,2021-06-10
CUST0290,Charlie Shah,quinn@yahoo.com,9301637382,46,Other,Sydney,NSW,Consumer,2021-06-12
CUST0291,Karen Williams,charlie92@hotmail.com,6263369074,48,Other,London,LDN,Home Office,2021-06-14
CUST0292,Eve Brown,gsmith@yahoo.com,6299648970,68,Female,Hyderabad,TS,Consumer,2021-06-15
