customer_id,customer_name,email,phone,age,gender,city,state,customer_segment,registration_date
CUST0018,Xander  Jackson,QUINN@GMAIL.COM,08327350811,-5.0,MALE,Mumbai,MH,Consumer,02-01-2020
CUST0019,bob jones,IRIS@YAHOO.COM,+91-72728-23429,200.0,Other,Hyderabad,TS,Consumer,2020-02-02
CUST0020,rahul harris,,99999999999999,54.0,male,Mumbai,MH,Consumer,02-04-2020
CUST0021,  Jack Smith  ,qwilson@gmail.com,8308656189,64.0,M,New York,NY,Home Office,02-06-2020
CUST0022,ALICE THOMAS,priya.moore@hotmail.com,99999999999999,-5.0,MALE,Toronto,ON,Consumer,02-08-2020
CUST0023,Eve  Jackson,,N/A,20.0,male,Sydney,NSW,Corporate,02-10-2020
CUST0024,FRANK WILLIAMS,,N/A,56.0,FEMALE,Surat,GJ,Corporate,12-Feb-2020
CUST0025,Victor Moore,,,-5.0,Male,Mumbai,MH,home office,2020-02-13
CUST0012,UMA WALKER,  iris@yahoo.com  ,6369173782,,M,Ahmedabad,GJ,Consumer,15/02/2020
CUST0027,ZOE THOMPSON,pwhite@hotmail.com,N/A,200.0,MALE,Hyderabad,TS,Consumer,17-Feb-2020
CUST0003,  Karen Jones  ,FRANK@YAHOO.COM,919455248480,,male,Bangalore,KA,Home Office,19-Feb-2020
CUST0029,Priya  Thompson,diana7@gmail.com,,-5.0,Male,Sydney,NSW,consumer,21-Feb-2020
CUST0030,diana garcia,,917207422565,200.0,F,Kolkata,WB,Consumer,02-23-2020
CUST0023,Zoe  Wilson,,916307767506,200.0,M,Mumbai,MH,consumer,24/02/2020
CUST0032,charlie thomas,  karen@outlook.com  ,919583877436,200.0,m,Jaipur,RJ,Home Office,26-Feb-2020
CUST0013,jack white,PRIYA@HOTMAIL.COM,N/A,21.0,female,Jaipur,RJ,home office,28-Feb-2020
CUST0034,  Diana Moore  ,eve.brown@hotmail.com,N/A,-5.0,M,Mumbai,MH,consumer,01/03/2020
CUST0035,Steve White,YARA@YAHOO.COM,918967261018,23.0,male,Pune,MH,Consumer,2020-03-03
CUST0036,  Arjun Moore  ,yharris@GMAIL.COM,9281075299,,Other,New York,NY,home office,04/03/2020
CUST0037,Zoe Thomas,SNEHA@YAHOO.COM,99999999999999,25.0,FEMALE,Mumbai,MH,CORPORATE,06/03/2020
CUST0038,  Tina Thompson  ,qjohnson@gmail.com,,70.0,female,Delhi,DL,Home Office,03-08-2020
CUST0039,  Uma Walker  ,amiller@yahoo.com,99999999999999,-5.0,M,Ahmedabad,GJ,Home Office,10-Mar-2020
CUST0040,Wendy  Harris,henry.moore@hotmail.com,,59.0,M,Delhi,DL,consumer,03-12-2020
CUST0041,Alice  Williams,rachel56@Yahoo.Com,08615346649,20.0,M,Sydney,NSW,Home Office,2020-03-14
CUST0042,Rachel Taylor,,99999999999999,42.0,F,Toronto,ON,Corporate,15-Mar-2020
CUST0043,JACK JONES,,N/A,21.0,F,Kolkata,WB,Home Office,2020-03-17
CUST0044,Zoe  Harris,,,57.0,F,London,LDN,consumer,2020-03-19
CUST0045,rahul miller,  priya@outlook.com  ,99999999999999,42.0,M,Hyderabad,TS,CORPORATE,21-Mar-2020
CUST0046,NICK JONES,  karen@hotmail.com  ,+91-76783-36713,31.0,F,Hyderabad,TS,CORPORATE,03-23-2020
CUST0047,rahul miller,,,60.0,FEMALE,Pune,MH,consumer,25-Mar-2020
CUST0048,Wendy Smith,  alice@hotmail.com  ,6881067043,200.0,FEMALE,Toronto,ON,home office,26/03/2020
CUST0049,Zoe  Smith,QUINN@HOTMAIL.COM,,200.0,FEMALE,Pune,MH,CORPORATE,28-Mar-2020
CUST0050,Mia Martin,leo.white@Yahoo.Com,N/A,200.0,Other,Kolkata,WB,CORPORATE,30/03/2020
CUST0051,TINA ANDERSON,  grace@gmail.com  ,N/A,19.0,M,Delhi,DL,Consumer,01/04/2020
CUST0052,  Frank Harris  ,tina.lee@outlook.com,N/A,-5.0,male,Jaipur,RJ,home office,03/04/2020
CUST0053,  Charlie Thomas  ,mthomas@hotmail.com,N/A,68.0,m,Toronto,ON,consumer,05-Apr-2020
CUST0054,Victor  Jackson,jack.davis@hotmail.com,99999999999999,-5.0,female,Pune,MH,Consumer,04-06-2020
CUST0055,Yara  Thomas,XANDER@YAHOO.COM,07492794766,200.0,female,Ahmedabad,GJ,consumer,08-Apr-2020
CUST0056,Iris Anderson,kmartin@yahoo.com,N/A,,female,Surat,GJ,Home Office,2020-04-10
CUST0057,STEVE THOMAS,alice.patel@yahoo.com,08243753906,51.0,female,Mumbai,MH,Home Office,04-12-2020
CUST0058,  Nick Harris  ,uma26@hotmail.com,916526044822,,f,Kolkata,WB,Consumer,04-14-2020
CUST0059,Frank  Moore,,+91-68115-45609,18.0,female,Hyderabad,TS,Home Office,16-Apr-2020
CUST0060,  Tina Patel  ,,N/A,69.0,Other,London,LDN,home office,17-Apr-2020
CUST0061,Victor  Lee,HENRY@OUTLOOK.COM,+91-75791-25557,52.0,f,Ahmedabad,GJ,consumer,19/04/2020
CUST0062,  Karen Williams  ,XANDER@OUTLOOK.COM,N/A,39.0,FEMALE,Ahmedabad,GJ,consumer,2020-04-21
CUST0063,  Bob Jackson  ,tpatel@Yahoo.Com,,41.0,F,Sydney,NSW,CORPORATE,2020-04-23
CUST0064,Bob  Johnson,  peter@hotmail.com  ,9485253781,,m,New York,NY,Consumer,25/04/2020
CUST0065,quinn brown,,07917624738,69.0,M,Delhi,DL,consumer,04-26-2020
CUST0066,PETER THOMAS,peter.moore@hotmail.com,917167496657,,FEMALE,Sydney,NSW,home office,04-28-2020
CUST0067,TINA LEE,fanderson@GMAIL.COM,8351275639,-5.0,Other,Pune,MH,CORPORATE,30-Apr-2020
CUST0068,Priya Garcia,frank.white@outlook.com,99999999999999,47.0,MALE,Surat,GJ,CORPORATE,2020-05-02
CUST0069,HENRY MILLER,,08516711804,-5.0,female,Delhi,DL,Home Office,05-04-2020
CUST0070,Diana  Jackson,EVE@GMAIL.COM,9149861842,-5.0,M,Mumbai,MH,home office,06-May-2020
CUST0071,XANDER WILSON,IRIS@OUTLOOK.COM,,23.0,male,Chennai,TN,consumer,07/05/2020
CUST0072,Quinn  Anderson,,,57.0,F,Mumbai,MH,Consumer,09-May-2020
CUST0073,Wendy Martin,  amit@hotmail.com  ,N/A,34.0,Female,Sydney,NSW,consumer,11/05/2020
CUST0074,Henry  Harris,  karen@yahoo.com  ,,49.0,m,Mumbai,MH,Consumer,2020-05-13
CUST0075,  Diana Patel  ,quinn.brown@hotmail.com,N/A,200.0,Other,Bangalore,KA,consumer,2020-05-15
CUST0076,Henry  Anderson,priya.martin@Yahoo.Com,916654762561,59.0,F,Delhi,DL,Consumer,05-17-2020
CUST0077,Rahul  Johnson,  nick@Yahoo.Com  ,N/A,,MALE,Pune,MH,consumer,18-May-2020
CUST0078,tina patel,mia79@GMAIL.COM,99999999999999,55.0,f,Sydney,NSW,Home Office,2020-05-20
CUST0079,alice thomas,  tina@hotmail.com  ,99999999999999,53.0,M,London,LDN,CORPORATE,05-22-2020
CUST0080,SNEHA JACKSON,ZOE@HOTMAIL.COM,9748766605,34.0,Male,London,LDN,Consumer,24-May-2020
CUST0081,victor davis,xjohnson@Yahoo.Com,+91-75723-37634,200.0,female,Kolkata,WB,Consumer,26-May-2020
CUST0082,peter davis,RAHUL@HOTMAIL.COM,N/A,20.0,female,Chennai,TN,Corporate,05-28-2020
CUST0083,Olivia  Harris,rshah@outlook.com,+91-83271-14760,200.0,FEMALE,Bangalore,KA,home office,29-May-2020
CUST0084,Wendy Johnson,hshah@GMAIL.COM,917268961168,46.0,m,Delhi,DL,home office,2020-05-31
CUST0085,TINA ANDERSON,peter85@GMAIL.COM,+91-68098-61078,200.0,male,Chennai,TN,home office,06-02-2020
CUST0086,STEVE PATEL,,919970989978,-5.0,Other,London,LDN,Consumer,2020-06-04
CUST0087,Iris Shah,EVE@OUTLOOK.COM,,45.0,M,Toronto,ON,consumer,06-06-2020
CUST0088,Yara  Smith,  victor@hotmail.com  ,+91-96143-45062,200.0,m,Pune,MH,consumer,08/06/2020
CUST0089,PETER SHAH,,99999999999999,-5.0,M,Sydney,NSW,home office,2020-06-09
CUST0081,grace patel,,+91-91241-01254,48.0,male,Jaipur,RJ,Home Office,11/06/2020
CUST0091,Uma Jones,oshah@outlook.com,N/A,28.0,F,Mumbai,MH,Corporate,06-13-2020
CUST0092,MIA WILSON,alice40@hotmail.com,,200.0,Male,London,LDN,CORPORATE,15-Jun-2020
CUST0093,xander walker,  eve@hotmail.com  ,+91-67144-69480,24.0,female,Sydney,NSW,consumer,17/06/2020
CUST0094,SNEHA WHITE,diana18@yahoo.com,916278607682,,M,Mumbai,MH,Consumer,06-18-2020
CUST0060,grace shah,OLIVIA@HOTMAIL.COM,07654738715,200.0,f,Hyderabad,TS,Home Office,20/06/2020
CUST0009,Jack Jones,eve.thompson@Yahoo.Com,,-5.0,Other,Toronto,ON,Home Office,2020-06-22
CUST0097,PRIYA WILSON,CHARLIE@HOTMAIL.COM,+91-81920-71758,,male,Mumbai,MH,CORPORATE,06-24-2020
CUST0098,ARJUN DAVIS,victor49@GMAIL.COM,09751252216,,MALE,Delhi,DL,home office,06-26-2020
CUST0099,Frank  Walker,EVE@YAHOO.COM,+91-92831-44690,200.0,Other,Mumbai,MH,consumer,28-Jun-2020
CUST0100,Frank Lee,peter.garcia@Yahoo.Com,+91-97451-45663,200.0,f,Hyderabad,TS,Corporate,06-29-2020
CUST0101,Diana Shah,,,,male,Delhi,DL,CORPORATE,2020-07-01
CUST0102,priya garcia,pdavis@outlook.com,,25.0,Other,Hyderabad,TS,consumer,07-03-2020
CUST0103,Iris  Smith,nick69@yahoo.com,N/A,200.0,M,Pune,MH,Consumer,07-05-2020
CUST0104,amit brown,imoore@outlook.com,06346760672,38.0,f,London,LDN,Consumer,2020-07-07
CUST0016,nick williams,  amit@GMAIL.COM  ,9241962842,54.0,female,Surat,GJ,home office,09/07/2020
CUST0106,Rahul Patel,PETER@OUTLOOK.COM,N/A,69.0,male,Toronto,ON,Corporate,10/07/2020
CUST0107,Eve  Thomas,AMIT@YAHOO.COM,+91-99874-62850,,M,Toronto,ON,CORPORATE,2020-07-12
CUST0108,xander thomas,,06290505619,-5.0,FEMALE,Kolkata,WB,home office,14/07/2020
CUST0109,ZOE LEE,mia.harris@hotmail.com,N/A,64.0,F,Hyderabad,TS,Consumer,07-16-2020
CUST0110,  Zoe Williams  ,grace.martin@gmail.com,06200061963,40.0,female,London,LDN,CORPORATE,07-18-2020
CUST0111,Quinn  Martin,GRACE@HOTMAIL.COM,N/A,200.0,male,Bangalore,KA,consumer,07-20-2020
CUST0112,pooja miller,priya12@outlook.com,,-5.0,F,Bangalore,KA,Consumer,07-21-2020
CUST0113,priya jackson,  wendy@hotmail.com  ,09660540722,54.0,FEMALE,Surat,GJ,CORPORATE,07-23-2020
CUST0114,Rahul Garcia,pjohnson@outlook.com,,-5.0,f,Ahmedabad,GJ,Corporate,2020-07-25
CUST0046,Pooja Jackson,adavis@outlook.com,99999999999999,55.0,f,Delhi,DL,consumer,07-27-2020
CUST0116,arjun wilson,sneha.davis@gmail.com,99999999999999,68.0,m,Bangalore,KA,Home Office,29/07/2020
CUST0117,KAREN MOORE,diana19@hotmail.com,N/A,39.0,Other,Pune,MH,home office,2020-07-31
CUST0118,jack martin,,+91-65568-65760,44.0,Male,Sydney,NSW,CORPORATE,01/08/2020
CUST0119,IRIS THOMPSON,  diana@Yahoo.Com  ,99999999999999,49.0,Other,Bangalore,KA,consumer,08-03-2020
CUST0120,pooja shah,zoe.walker@gmail.com,917189998443,47.0,Female,Toronto,ON,CORPORATE,08-05-2020
CUST0121,Sneha Thomas,VICTOR@YAHOO.COM,+91-93768-15988,200.0,Female,Surat,GJ,home office,07-Aug-2020
CUST0122,Iris  Lee,grace.walker@GMAIL.COM,,63.0,Female,Sydney,NSW,home office,09-Aug-2020
CUST0123,Henry  Moore,peter.moore@yahoo.com,N/A,26.0,Male,Kolkata,WB,Consumer,08-10-2020
CUST0124,Nick Jackson,,6658090039,28.0,Male,New York,NY,Home Office,12/08/2020
CUST0125,  Sneha Williams  ,mia.walker@outlook.com,+91-98028-13548,-5.0,Male,Ahmedabad,GJ,CORPORATE,2020-08-14
CUST0126,amit brown,rahul.harris@GMAIL.COM,918538994061,,FEMALE,New York,NY,Consumer,16/08/2020
CUST0127,Charlie  Patel,iris74@GMAIL.COM,06266192234,63.0,Female,Delhi,DL,home office,18/08/2020
CUST0128,Karen  Lee,priya.jones@hotmail.com,99999999999999,70.0,FEMALE,Jaipur,RJ,CORPORATE,20/08/2020
CUST0129,XANDER ANDERSON,LEO@HOTMAIL.COM,919706310053,55.0,FEMALE,Jaipur,RJ,consumer,21/08/2020
CUST0130,  Henry Jones  ,,08830794809,,female,Chennai,TN,Corporate,2020-08-23
CUST0131,ARJUN WILSON,sneha.williams@GMAIL.COM,N/A,,male,Surat,GJ,consumer,25-Aug-2020
CUST0132,henry miller,PETER@GMAIL.COM,919291898710,45.0,female,Ahmedabad,GJ,Home Office,27-Aug-2020
CUST0133,henry thomas,  eve@gmail.com  ,919372491666,48.0,MALE,New York,NY,Corporate,2020-08-29
CUST0134,XANDER MOORE,rjohnson@Yahoo.Com,,200.0,Female,Ahmedabad,GJ,Consumer,2020-08-31
CUST0135,Steve  Smith,gwilson@Yahoo.Com,+91-98900-40374,50.0,FEMALE,Hyderabad,TS,Home Office,01/09/2020
CUST0136,  Charlie Garcia  ,,+91-69029-59376,55.0,f,Pune,MH,CORPORATE,2020-09-03
CUST0137,JACK HARRIS,ALICE@YAHOO.COM,,-5.0,FEMALE,Toronto,ON,Home Office,05-Sep-2020
CUST0138,  Henry Smith  ,ftaylor@yahoo.com,+91-72076-73349,200.0,f,London,LDN,consumer,09-07-2020
CUST0139,XANDER BROWN,peter83@hotmail.com,919944048177,64.0,F,Ahmedabad,GJ,Consumer,09-09-2020
CUST0140,  Tina Williams  ,  karen@outlook.com  ,06272591127,49.0,F,Chennai,TN,home office,09-11-2020
CUST0141,xander jackson,arjun.patel@yahoo.com,6963685029,200.0,FEMALE,Delhi,DL,Corporate,12/09/2020
CUST0142,TINA MARTIN,pooja38@gmail.com,N/A,45.0,male,Hyderabad,TS,Consumer,14-Sep-2020
CUST0118,  Steve Jackson  ,ajohnson@yahoo.com,9194640346,42.0,MALE,Toronto,ON,Corporate,09-16-2020
CUST0144,Pooja Patel,NICK@GMAIL.COM,918338123991,,MALE,Hyderabad,TS,consumer,18/09/2020
CUST0145,  Bob Moore  ,,6753939761,200.0,Female,London,LDN,consumer,09-20-2020
CUST0146,JACK JACKSON,diana.miller@hotmail.com,N/A,57.0,m,Delhi,DL,Corporate,2020-09-22
CUST0147,  Jack Garcia  ,karen.patel@hotmail.com,N/A,40.0,male,Pune,MH,Consumer,2020-09-23
CUST0148,ARJUN GARCIA,,99999999999999,-5.0,male,Jaipur,RJ,consumer,25/09/2020
CUST0149,DIANA ANDERSON,alice44@outlook.com,07787507560,28.0,male,Sydney,NSW,home office,27/09/2020
CUST0150,TINA GARCIA,yharris@Yahoo.Com,+91-91115-00207,34.0,M,Sydney,NSW,home office,29/09/2020
CUST0151,Steve  Jones,,8309107461,60.0,Female,Chennai,TN,Corporate,01/10/2020
CUST0152,  Nick Miller  ,SNEHA@GMAIL.COM,+91-77605-55221,200.0,m,New York,NY,consumer,10-03-2020
CUST0153,LEO HARRIS,sgarcia@GMAIL.COM,+91-64862-67885,200.0,f,New York,NY,Consumer,04/10/2020
CUST0154,pooja garcia,,6269055029,52.0,M,London,LDN,Home Office,06/10/2020
CUST0155,Alice Martin,POOJA@HOTMAIL.COM,08937167377,18.0,male,Sydney,NSW,Corporate,08/10/2020
CUST0156,henry brown,  jack@yahoo.com  ,08819044151,200.0,m,Chennai,TN,Corporate,2020-10-10
CUST0157,WENDY WHITE,,+91-97292-98787,200.0,m,London,LDN,Home Office,12-Oct-2020
CUST0158,EVE LEE,sanderson@GMAIL.COM,,26.0,Other,Delhi,DL,home office,2020-10-13
CUST0159,  Charlie Miller  ,,N/A,-5.0,F,Delhi,DL,CORPORATE,2020-10-15
CUST0044,Arjun  Garcia,DIANA@OUTLOOK.COM,99999999999999,45.0,MALE,Ahmedabad,GJ,consumer,2020-10-17
CUST0161,AMIT MILLER,diana4@yahoo.com,99999999999999,,female,Mumbai,MH,Corporate,19-Oct-2020
CUST0162,Tina Johnson,uma.walker@Yahoo.Com,N/A,25.0,Female,Chennai,TN,home office,21-Oct-2020
CUST0163,RAHUL GARCIA,,07588293766,,Other,Mumbai,MH,consumer,2020-10-23
CUST0019,Victor Miller,DIANA@HOTMAIL.COM,+91-63803-62052,200.0,male,New York,NY,home office,24/10/2020
CUST0165,  Yara Wilson  ,,9643569021,,F,Chennai,TN,Consumer,2020-10-26
CUST0166,AMIT JACKSON,  karen@hotmail.com  ,916640273782,65.0,Female,Ahmedabad,GJ,Consumer,2020-10-28
CUST0167,  Iris White  ,DIANA@GMAIL.COM,99999999999999,63.0,Male,Sydney,NSW,Corporate,2020-10-30
CUST0168,  Iris Patel  ,,99999999999999,200.0,male,Kolkata,WB,Corporate,01-Nov-2020
CUST0169,Sneha Walker,leo.wilson@yahoo.com,08845382835,,M,Chennai,TN,Corporate,2020-11-03
CUST0170,Rahul  Brown,  eve@outlook.com  ,09704697685,,F,Ahmedabad,GJ,home office,11-04-2020
CUST0171,RAHUL PATEL,ethompson@gmail.com,917913330750,200.0,M,Delhi,DL,CORPORATE,2020-11-06
CUST0172,Jack Garcia,pwhite@yahoo.com,09831856709,32.0,F,Pune,MH,CORPORATE,2020-11-08
CUST0173,Uma  Williams,zoe16@yahoo.com,6617511527,-5.0,male,Chennai,TN,Consumer,11-10-2020
CUST0174,Frank Moore,,08172535838,-5.0,Male,Sydney,NSW,consumer,2020-11-12
CUST0175,  Arjun Williams  ,pwhite@gmail.com,,,f,Surat,GJ,consumer,2020-11-14
CUST0176,  Yara Thomas  ,charlie.shah@hotmail.com,917959166755,,FEMALE,Toronto,ON,Home Office,2020-11-15
CUST0177,Olivia Brown,fthompson@GMAIL.COM,N/A,31.0,F,Jaipur,RJ,home office,17/11/2020
CUST0178,Zoe Wilson,,99999999999999,53.0,f,Jaipur,RJ,consumer,19/11/2020
CUST0179,Victor Williams,UMA@YAHOO.COM,918366564581,-5.0,f,Sydney,NSW,Consumer,21/11/2020
CUST0180,Charlie Taylor,quinn26@gmail.com,,-5.0,male,Pune,MH,home office,11-23-2020
CUST0181,RAHUL SMITH,ndavis@outlook.com,N/A,,F,Toronto,ON,CORPORATE,2020-11-25
CUST0182,RACHEL LEE,  uma@GMAIL.COM  ,917611697526,,Male,Hyderabad,TS,home office,2020-11-26
CUST0183,Frank Davis,peter.thompson@yahoo.com,N/A,32.0,F,London,LDN,Home Office,28/11/2020
CUST0184,karen harris,,,,Other,Ahmedabad,GJ,home office,11-30-2020
CUST0185,BOB HARRIS,  zoe@GMAIL.COM  ,,200.0,f,New York,NY,CORPORATE,12-02-2020
CUST0186,Tina  Shah,ilee@gmail.com,,36.0,FEMALE,Bangalore,KA,Consumer,12-04-2020
CUST0187,Henry Brown,  tina@gmail.com  ,+91-73849-76854,66.0,FEMALE,Sydney,NSW,consumer,05/12/2020
CUST0188,Frank Smith,sneha45@GMAIL.COM,99999999999999,46.0,Female,Jaipur,RJ,consumer,07/12/2020
CUST0189,Mia Johnson,uma76@Yahoo.Com,N/A,45.0,FEMALE,Delhi,DL,Consumer,2020-12-09
CUST0190,Diana  Wilson,eve.jones@outlook.com,99999999999999,47.0,Female,Bangalore,KA,Home Office,2020-12-11
CUST0191,mia smith,abrown@GMAIL.COM,6228718546,,male,Chennai,TN,consumer,2020-12-13
CUST0192,Amit Shah,,9759091699,-5.0,male,Pune,MH,CORPORATE,15/12/2020
CUST0193,BOB LEE,gdavis@hotmail.com,916617857180,44.0,f,Kolkata,WB,home office,16/12/2020
CUST0194,HENRY JOHNSON,,N/A,200.0,MALE,Ahmedabad,GJ,consumer,12-18-2020
CUST0195,  Leo Brown  ,,+91-86269-98235,31.0,Other,Sydney,NSW,Consumer,20/12/2020
CUST0196,Bob  Miller,quinn.moore@GMAIL.COM,+91-85272-19856,38.0,M,Surat,GJ,Consumer,2020-12-22
CUST0197,  Rachel Martin  ,IRIS@YAHOO.COM,N/A,-5.0,male,Jaipur,RJ,Consumer,2020-12-24
CUST0198,NICK SMITH,,N/A,-5.0,Female,Chennai,TN,Home Office,26/12/2020
CUST0199,peter thomas,ewalker@Yahoo.Com,916639528648,-5.0,Other,Toronto,ON,home office,27-Dec-2020
CUST0200,rahul walker,peter.lee@gmail.com,99999999999999,,female,Kolkata,WB,Home Office,12-29-2020
CUST0201,  Frank Martin  ,XANDER@YAHOO.COM,7590910502,-5.0,Other,Chennai,TN,consumer,31/12/2020
CUST0202,UMA WILSON,STEVE@YAHOO.COM,,32.0,FEMALE,Delhi,DL,consumer,02-Jan-2021
CUST0203,ZOE HARRIS,karen.jackson@GMAIL.COM,,,MALE,Hyderabad,TS,CORPORATE,2021-01-04
CUST0012,Charlie Harris,rharris@Yahoo.Com,N/A,57.0,Female,Kolkata,WB,Corporate,06/01/2021
CUST0205,Pooja  Taylor,tina62@hotmail.com,916449434459,26.0,FEMALE,Bangalore,KA,Corporate,01-07-2021
CUST0206,bob walker,  alice@outlook.com  ,N/A,-5.0,f,New York,NY,Consumer,09-Jan-2021
CUST0207,Victor  Jackson,tina8@Yahoo.Com,918354626229,63.0,F,Hyderabad,TS,Consumer,11-Jan-2021
CUST0208,Priya Taylor,  grace@outlook.com  ,919758293983,200.0,Male,Sydney,NSW,Corporate,13/01/2021
CUST0209,Leo Anderson,iris78@hotmail.com,08297475805,200.0,f,Surat,GJ,Consumer,15/01/2021
CUST0210,Arjun Shah,,09326057528,41.0,f,New York,NY,CORPORATE,17-Jan-2021
CUST0211,Bob Taylor,handerson@outlook.com,99999999999999,,M,Delhi,DL,Corporate,2021-01-18
CUST0212,Uma  Taylor,gmartin@GMAIL.COM,09400249927,36.0,male,Bangalore,KA,home office,01-20-2021
CUST0213,yara davis,jdavis@outlook.com,+91-77135-46516,39.0,FEMALE,Ahmedabad,GJ,Corporate,2021-01-22
CUST0214,Quinn Anderson,rachel.white@yahoo.com,7974230575,53.0,MALE,Delhi,DL,consumer,24-Jan-2021
CUST0215,Frank  Shah,STEVE@HOTMAIL.COM,+91-89633-82466,200.0,female,London,LDN,home office,2021-01-26
CUST0216,  Henry Thomas  ,njackson@yahoo.com,+91-95089-70423,-5.0,m,Delhi,DL,CORPORATE,27/01/2021
CUST0217,GRACE THOMAS,victor41@Yahoo.Com,,36.0,MALE,Chennai,TN,Home Office,29-Jan-2021
CUST0218,Karen Walker,  nick@outlook.com  ,99999999999999,,m,Mumbai,MH,CORPORATE,01-31-2021
CUST0219,STEVE JOHNSON,quinn.harris@hotmail.com,06289630619,,Male,Ahmedabad,GJ,Home Office,02-02-2021
CUST0220,Jack Anderson,  pooja@outlook.com  ,99999999999999,-5.0,F,Bangalore,KA,consumer,2021-02-04
CUST0137,LEO TAYLOR,qdavis@yahoo.com,08943244821,,FEMALE,Hyderabad,TS,Consumer,2021-02-06
CUST0222,  Quinn Brown  ,  diana@gmail.com  ,N/A,35.0,male,Mumbai,MH,home office,02-07-2021
CUST0223,  Frank Smith  ,  frank@Yahoo.Com  ,6527780790,,Male,Ahmedabad,GJ,Corporate,09-Feb-2021
CUST0012,JACK WHITE,priya.moore@GMAIL.COM,+91-71644-63569,,Other,New York,NY,CORPORATE,2021-02-11
CUST0225,tina thomas,,99999999999999,52.0,female,Jaipur,RJ,consumer,13-Feb-2021
CUST0214,arjun jones,charlie.anderson@outlook.com,,-5.0,MALE,Ahmedabad,GJ,Consumer,02-15-2021
CUST0227,KAREN SMITH,ALICE@GMAIL.COM,918378924968,37.0,MALE,Pune,MH,CORPORATE,17-Feb-2021
CUST0228,  Diana Walker  ,vmiller@hotmail.com,N/A,45.0,F,Hyderabad,TS,Consumer,02-18-2021
CUST0012,Uma Brown,  iris@outlook.com  ,8469517811,35.0,M,Delhi,DL,Corporate,20-Feb-2021
CUST0230,  Leo Martin  ,,919230177767,200.0,FEMALE,Jaipur,RJ,Corporate,22/02/2021
CUST0231,BOB WILSON,karen.walker@gmail.com,N/A,-5.0,Male,Delhi,DL,Corporate,24-Feb-2021
CUST0232,Diana Davis,RAHUL@HOTMAIL.COM,917937850514,200.0,MALE,Pune,MH,Home Office,02-26-2021
CUST0233,TINA ANDERSON,PRIYA@YAHOO.COM,,,Other,Kolkata,WB,Corporate,28-Feb-2021
CUST0234,Yara White,alice.martin@outlook.com,,-5.0,F,Chennai,TN,home office,01/03/2021
CUST0235,grace walker,,09184189438,-5.0,Other,Bangalore,KA,home office,2021-03-03
CUST0236,uma shah,  eve@outlook.com  ,,,Female,Kolkata,WB,consumer,05-Mar-2021
CUST0237,Jack Shah,jack66@GMAIL.COM,,200.0,FEMALE,Jaipur,RJ,Consumer,03-07-2021
CUST0238,Arjun  Harris,charlie41@GMAIL.COM,,43.0,m,Kolkata,WB,Home Office,09/03/2021
CUST0170,uma martin,xthomas@GMAIL.COM,9176605123,200.0,Male,Jaipur,RJ,Consumer,2021-03-11
CUST0240,Quinn Jackson,JACK@HOTMAIL.COM,+91-74689-65063,37.0,male,Pune,MH,CORPORATE,12-Mar-2021
CUST0241,yara shah,PRIYA@OUTLOOK.COM,,27.0,f,Mumbai,MH,Consumer,2021-03-14
CUST0242,Henry Miller,imoore@outlook.com,918862822145,53.0,Male,Ahmedabad,GJ,Consumer,16-Mar-2021
