customer_id,customer_name,customer_email,customer_phone,customer_age,customer_gender
CUST-0105,Hrithik Kapoor,hrithikkapoor355@example.com,9923124329,30,Male
CUST-0106,Rahul Malhotra,rahulmalhotra799@example.com,9979955279,21,Male
CUST-0107,Megha Yadav,meghayadav905@example.com,9981477009,26,Female
CUST-0108,Aaradhya Patel,aaradhyapatel998@example.com,9967980799,31,Female
CUST-0109,Rani Mahajan,ranimahajan820@example.com,9971518209,24,Female
CUST-0110,Geeta Khan,geetakhan892@example.com,9955466599,21,Female
CUST-0111,Aaradhya Das,aaradhyadas186@example.com,9944925199,31,Female
CUST-0112,Megha Iyer,meghaiyer291@example.com,9948652819,31,Female
CUST-0113,Shraddha Roy,shraddharoy054@example.com,9923573329,23,Female
CUST-0114,Prisha Kapoor,prishakapoor880@example.com,9959296229,23,Female
CUST-0115,Dev Gupta,devgupta653@example.com,9979473839,25,Male
CUST-0116,Pooja Roy,poojaroy977@example.com,9946886239,36,Female
CUST-0117,Sanjay Kumar,sanjaykumar758@example.com,9918141249,27,Male
CUST-0118,Raj Patel,rajpatel375@example.com,9906068539,26,Male
CUST-0119,Alok Chatterjee,alokchatterjee051@example.com,9952204729,32,Male
CUST-0120,Geeta Chawla,geetachawla010@example.com,9943289869,22,Female
CUST-0121,Riya Kulkarni,riyakulkarni103@example.com,9969711799,29,Female
CUST-0122,Ayush Patil,ayushpatil609@example.com,9953962189,53,Male
CUST-0123,Hrithik Joshi,hrithikjoshi888@example.com,9906706549,32,Male
CUST-0124,Aaradhya Ghosh,aaradhyaghosh319@example.com,9952058529,39,Female
CUST-0125,Kiara Reddy,kiarareddy217@example.com,9904303059,49,Female
CUST-0126,Kareena Mahajan,kareenamahajan403@example.com,9945054159,27,Female
CUST-0127,Geeta Sen,geetasen527@example.com,9975841619,27,Female
CUST-0128,Varun Patil,varunpatil511@example.com,9954479629,31,Male
CUST-0129,Geeta Gupta,geetagupta596@example.com,9940165829,51,Female
CUST-0130,Aryan Singh,aryansingh355@example.com,9969092759,26,Male
CUST-0131,Akshay Mehta,akshaymehta856@example.com,9954310279,28,Male
CUST-0132,Sanjay Prasad,sanjayprasad739@example.com,9947312179,23,Male
CUST-0133,Saanvi Bhat,saanvibhat518@example.com,9984422589,24,Female
CUST-0134,Aryan Mishra,aryanmishra705@example.com,9989578299,44,Male
CUST-0135,Rajesh Iyer,rajeshiyer786@example.com,9969125179,28,Male
CUST-0136,Pari Saxena,parisaxena922@example.com,9968018249,23,Female
CUST-0137,Sneha Ghosh,snehaghosh841@example.com,9943842499,29,Female
CUST-0138,Ranveer Trivedi,ranveertrivedi229@example.com,9995900109,50,Male
CUST-0139,Anjali Agrawal,anjaliagrawal690@example.com,9978447369,25,Female
CUST-0140,Vihaan Nair,vihaannair767@example.com,9973592559,32,Male
CUST-0141,Sonam Mehta,sonammehta588@example.com,9915371479,24,Female
CUST-0142,Vihaan Patil,vihaanpatil696@example.com,9932595329,28,Male
CUST-0143,Alia Kulkarni,aliakulkarni701@example.com,9968733959,21,Female
CUST-0144,Alia Pandey,aliapandey748@example.com,9901624569,26,Female
CUST-0145,Aanya Agrawal,aanyaagrawal835@example.com,9984168789,25,Female
CUST-0146,Aryan Shah,aryanshah655@example.com,9985239869,28,Male
CUST-0147,Aditya Mehta,adityamehta578@example.com,9972982599,25,Male
CUST-0148,Madhuri Kulkarni,madhurikulkarni958@example.com,9988794709,26,Female
CUST-0149,Sandeep Trivedi,sandeeptrivedi409@example.com,9974993099,28,Male
CUST-0150,Kavya Mishra,kavyamishra091@example.com,9930756269,31,Female
CUST-0151,Shraddha Chawla,shraddhachawla702@example.com,9983857869,25,Female
CUST-0152,Kareena Ghosh,kareenaghosh497@example.com,9933484349,33,Female
CUST-0153,Arnav Bhat,arnavbhat758@example.com,9944198669,38,Male
CUST-0154,Deepak Gupta,deepakgupta415@example.com,9974733849,49,Male
CUST-0155,Pari Shah,parishah993@example.com,9930833019,27,Female
CUST-0156,Prisha Mehta,prishamehta082@example.com,9967734549,31,Female
CUST-0157,Akshay Chatterjee,akshaychatterjee802@example.com,9962067249,43,Male
CUST-0158,Rajesh Agrawal,rajeshagrawal915@example.com,9947887289,28,Male
CUST-0159,Shaurya Das,shauryadas274@example.com,9920549329,30,Male
CUST-0160,Sunita Kapoor,sunitakapoor516@example.com,9912275309,24,Female
CUST-0161,Dev Yadav,devyadav549@example.com,9990453019,28,Male
CUST-0162,Vikas Kapoor,vikaskapoor414@example.com,9959332729,27,Male
CUST-0163,Rashmi Saxena,rashmisaxena783@example.com,9939187859,21,Female
CUST-0164,Vihaan Saxena,vihaansaxena839@example.com,9982258719,31,Male
CUST-0165,Saanvi Kapoor,saanvikapoor707@example.com,9928679089,28,Female
CUST-0166,Isha Iyer,ishaiyer403@example.com,9991065189,55,Female
CUST-0167,Karan Gupta,karangupta462@example.com,9926567669,21,Male
CUST-0168,Gaurav Joshi,gauravjoshi286@example.com,9982300479,31,Male
CUST-0169,Kareena Sen,kareenasen337@example.com,9952431069,30,Female
CUST-0170,Anand Banerjee,anandbanerjee119@example.com,9907903069,27,Male
CUST-0171,Vihaan Mehta,vihaanmehta843@example.com,9995995349,43,Male
CUST-0172,Sandeep Kulkarni,sandeepkulkarni408@example.com,9992687059,50,Male
CUST-0173,Anushka Bhat,anushkabhat662@example.com,9946287339,25,Female
CUST-0174,Manish Kumar,manishkumar866@example.com,9988263439,25,Male
CUST-0175,Dev Roy,devroy183@example.com,9904699019,23,Male
CUST-0176,Karan Banerjee,karanbanerjee540@example.com,9933173939,26,Male
CUST-0177,Sidarth Bhat,sidarthbhat467@example.com,9985445879,28,Male
CUST-0178,Swati Banerjee,swatibanerjee556@example.com,9909320489,49,Female
CUST-0179,Aditi Rao,aditirao353@example.com,9969378549,32,Female
CUST-0180,Alia Giri,aliagiri252@example.com,9928728089,21,Female
CUST-0181,Vihaan Sharma,vihaansharma623@example.com,9912038759,21,Male
CUST-0182,Alia Verma,aliaverma088@example.com,9960084849,19,Female
CUST-0183,Neha Shah,nehashah182@example.com,9933984549,35,Female
CUST-0184,Alok Iyer,alokiyer793@example.com,9934101669,26,Male
CUST-0185,Aanya Sharma,aanyasharma217@example.com,9965918039,23,Female
CUST-0186,Divya Gupta,divyagupta148@example.com,9990250399,22,Female
CUST-0187,Aaradhya Kulkarni,aaradhyakulkarni293@example.com,9996856219,28,Female
CUST-0188,Aanya Shah,aanyashah631@example.com,9959996509,30,Female
CUST-0189,Alia Chatterjee,aliachatterjee586@example.com,9962961949,36,Female
CUST-0190,Reyansh Yadav,reyanshyadav262@example.com,9965511049,27,Male
CUST-0191,Rahul Pillai,rahulpillai788@example.com,9986101589,22,Male
CUST-0192,Priyanka Sharma,priyankasharma466@example.com,9918398269,23,Female
CUST-0193,Raj Yadav,rajyadav647@example.com,9915437999,23,Male
CUST-0194,Aryan Kulkarni,aryankulkarni065@example.com,9996575699,22,Male
CUST-0195,Rani Choudhury,ranichoudhury752@example.com,9965479359,26,Female
CUST-0196,Ranveer Joshi,ranveerjoshi280@example.com,9973741679,22,Male
CUST-0197,Riya Prasad,riyaprasad266@example.com,9917979689,28,Female
CUST-0198,Kareena Pandey,kareenapandey113@example.com,9952909659,52,Female
CUST-0199,Prisha Sharma,prishasharma143@example.com,9988899379,26,Female
CUST-0200,Kajol Kapoor,kajolkapoor250@example.com,9971461129,26,Female
CUST-0201,Kriti Banerjee,kritibanerjee875@example.com,9971775149,21,Female
CUST-0202,Vivaan Das,vivaandas123@example.com,9982825869,51,Male
CUST-0203,Vikas Reddy,vikasreddy266@example.com,9909379669,18,Male
CUST-0204,Abhishek Yadav,abhishekyadav191@example.com,9982553719,24,Male
CUST-0205,Madhuri Iyer,madhuriiyer915@example.com,9957924999,21,Female
CUST-0206,Vijay Joshi,vijayjoshi341@example.com,9925286699,22,Male
CUST-0207,Sunita Reddy,sunitareddy782@example.com,9982742259,40,Female
CUST-0208,Gaurav Sharma,gauravsharma723@example.com,9968876769,32,Male
CUST-0209,Alia Nair,alianair190@example.com,9934043849,23,Female
CUST-0210,Aishwarya Malhotra,aishwaryamalhotra881@example.com,9991485809,32,Female
CUST-0211,Kareena Banerjee,kareenabanerjee613@example.com,9940745179,42,Female
CUST-0212,Madhuri Pillai,madhuripillai292@example.com,9933095849,30,Female
CUST-0213,Vijay Patil,vijaypatil494@example.com,9981260429,31,Male
CUST-0214,Anand Rao,anandrao536@example.com,9972946679,21,Male
CUST-0215,Deepika Giri,deepikagiri759@example.com,9901751869,24,Female
CUST-0216,Anjali Malhotra,anjalimalhotra454@example.com,9958929759,45,Female
CUST-0217,Aditya Shah,adityashah701@example.com,9927706329,44,Male
CUST-0218,Priya Yadav,priyayadav154@example.com,9915206439,27,Female
CUST-0219,Ishan Sharma,ishansharma371@example.com,9929387009,31,Male
CUST-0220,Raj Mehta,rajmehta713@example.com,9961115549,22,Male
CUST-0221,Ayush Singh,ayushsingh890@example.com,9992753269,30,Male
CUST-0222,Anjali Patel,anjalipatel121@example.com,9996565239,25,Female
CUST-0223,Anand Saxena,anandsaxena999@example.com,9940438989,23,Male
CUST-0224,Aditi Kumar,aditikumar376@example.com,9913791809,54,Female
CUST-0225,Pari Sen,parisen965@example.com,9982710919,19,Female
CUST-0226,Aditya Kumar,adityakumar684@example.com,9986661889,30,Male
CUST-0227,Saanvi Kulkarni,saanvikulkarni183@example.com,9928569149,31,Female
CUST-0228,Vihaan Mishra,vihaanmishra161@example.com,9979904219,19,Male
CUST-0229,Aarav Nair,aaravnair758@example.com,9984252419,33,Male
CUST-0230,Anil Pillai,anilpillai481@example.com,9949177859,21,Male
CUST-0231,Alok Nair,aloknair419@example.com,9913800039,21,Male
CUST-0232,Priyanka Rao,priyankarao208@example.com,9963536549,38,Female
CUST-0233,Anika Kapoor,anikakapoor023@example.com,9980617449,25,Female
CUST-0234,Diya Roy,diyaroy349@example.com,9949375979,55,Female
CUST-0235,Varun Mishra,varunmishra206@example.com,9903850509,32,Male
CUST-0236,Megha Shah,meghashah383@example.com,9967024109,48,Female
CUST-0237,Ranveer Shah,ranveershah826@example.com,9919906239,25,Male
CUST-0238,Sonam Bhat,sonambhat574@example.com,9931329129,22,Female
CUST-0239,Anika Joshi,anikajoshi537@example.com,9947411249,38,Female
CUST-0240,Abhishek Bhat,abhishekbhat213@example.com,9956804429,21,Male
CUST-0241,Geeta Saxena,geetasaxena831@example.com,9971210039,22,Female
CUST-0242,Deepika Patel,deepikapatel994@example.com,9910137219,46,Female
CUST-0243,Anika Gupta,anikagupta702@example.com,9996670669,23,Female
CUST-0244,Rahul Yadav,rahulyadav472@example.com,9909993479,27,Male
CUST-0245,Priyanka Mehta,priyankamehta638@example.com,9938065789,34,Female
CUST-0246,Aishwarya Kapoor,aishwaryakapoor564@example.com,9920593049,21,Female
CUST-0247,Anushka Ghosh,anushkaghosh932@example.com,9913348039,29,Female
CUST-0248,Jyoti Reddy,jyotireddy239@example.com,9955905999,22,Female
CUST-0249,Arnav Joshi,arnavjoshi427@example.com,9901039309,29,Male
CUST-0250,Anil Chawla,anilchawla325@example.com,9925002929,33,Male
CUST-0251,Aaradhya Roy,aaradhyaroy691@example.com,9954522679,31,Female
CUST-0252,Sidarth Chawla,sidarthchawla539@example.com,9926442209,50,Male
CUST-0253,Aishwarya Gupta,aishwaryagupta295@example.com,9993917259,32,Female
CUST-0254,Gaurav Bhat,gauravbhat215@example.com,9970433159,24,Male
CUST-0255,Aarav Kumar,aaravkumar676@example.com,9926765869,22,Male
CUST-0256,Aishwarya Chatterjee,aishwaryachatterjee271@example.com,9904054119,26,Female
CUST-0257,Priya Singh,priyasingh815@example.com,9999706299,45,Female
CUST-0258,Vihaan Shah,vihaanshah533@example.com,9968844439,22,Male
CUST-0259,Aishwarya Saxena,aishwaryasaxena720@example.com,9950614979,23,Female
CUST-0260,Abhishek Nair,abhisheknair417@example.com,9914677419,30,Male
CUST-0261,Neha Roy,neharoy652@example.com,9970477439,40,Female
CUST-0262,Ayush Shah,ayushshah158@example.com,9969380689,27,Male
CUST-0263,Aishwarya Mishra,aishwaryamishra741@example.com,9960898999,22,Female
CUST-0264,Neha Nair,nehanair332@example.com,9906163299,24,Female
CUST-0265,Reyansh Sen,reyanshsen868@example.com,9954870999,29,Male
CUST-0266,Ayush Agrawal,ayushagrawal991@example.com,9919148569,24,Male
CUST-0267,Aishwarya Pandey,aishwaryapandey702@example.com,9946299609,26,Female
CUST-0268,Riya Kumar,riyakumar745@example.com,9905444719,53,Female
CUST-0269,Swati Yadav,swatiyadav691@example.com,9937367859,38,Female
CUST-0270,Arjun Kulkarni,arjunkulkarni862@example.com,9989023309,24,Male
CUST-0271,Aanya Roy,aanyaroy345@example.com,9978610359,28,Female
CUST-0272,Neha Mahajan,nehamahajan985@example.com,9952414069,21,Female
CUST-0273,Vikram Chatterjee,vikramchatterjee346@example.com,9980072299,36,Male
CUST-0274,Sanjay Pandey,sanjaypandey446@example.com,9965743749,31,Male
CUST-0275,Kajol Shah,kajolshah085@example.com,9989944179,21,Female
CUST-0276,Hrithik Mishra,hrithikmishra096@example.com,9952074469,27,Male
CUST-0277,Ranveer Agrawal,ranveeragrawal353@example.com,9987584289,23,Male
CUST-0278,Karan Mehta,karanmehta482@example.com,9951353469,35,Male
CUST-0279,Deepika Prasad,deepikaprasad947@example.com,9917099919,28,Female
CUST-0280,Anushka Kulkarni,anushkakulkarni602@example.com,9923569729,25,Female
CUST-0281,Reyansh Malhotra,reyanshmalhotra525@example.com,9900743299,32,Male
CUST-0282,Saanvi Mehta,saanvimehta966@example.com,9966760089,23,Female
CUST-0283,Diya Bhat,diyabhat830@example.com,9903354219,26,Female
CUST-0284,Rajesh Patil,rajeshpatil789@example.com,9985625759,32,Male
CUST-0285,Vikas Verma,vikasverma332@example.com,9930982159,32,Male
CUST-0286,Akash Prasad,akashprasad890@example.com,9990100169,27,Male
CUST-0287,Sidarth Prasad,sidarthprasad723@example.com,9904618499,30,Male
CUST-0288,Sandeep Shah,sandeepshah891@example.com,9941173939,34,Male
CUST-0289,Gaurav Iyengar,gauraviyengar420@example.com,9987375309,19,Male
CUST-0290,Shaurya Agrawal,shauryaagrawal721@example.com,9981143749,24,Male
CUST-0291,Ishan Reddy,ishanreddy045@example.com,9956110029,31,Male
CUST-0292,Anil Ghosh,anilghosh794@example.com,9915521669,52,Male
CUST-0293,Priyanka Mahajan,priyankamahajan621@example.com,9920216979,36,Female
CUST-0294,Neha Chawla,nehachawla659@example.com,9902771679,21,Female
CUST-0295,Swati Sharma,swatisharma899@example.com,9935889169,31,Female
CUST-0296,Karan Ghosh,karanghosh628@example.com,9990028779,43,Male
CUST-0297,Anil Yadav,anilyadav083@example.com,9986631779,36,Male
CUST-0298,Saanvi Malhotra,saanvimalhotra751@example.com,9970166089,29,Female
CUST-0299,Kartik Chawla,kartikchawla488@example.com,9937550379,25,Male
CUST-0300,Deepika Nair,deepikanair113@example.com,9905548859,31,Female
CUST-0301,Rohan Malhotra,rohanmalhotra261@example.com,9949331639,27,Male
CUST-0302,Anil Shah,anilshah609@example.com,9917798279,18,Male
CUST-0303,Sidarth Pillai,sidarthpillai978@example.com,9929221699,30,Male
CUST-0304,Shraddha Sen,shraddhasen693@example.com,9946547229,27,Female
CUST-0305,Katrina Bhat,katrinabhat833@example.com,9939452289,29,Female
CUST-0306,Anika Ghosh,anikaghosh879@example.com,9996846089,22,Female
CUST-0307,Kavya Kumar,kavyakumar034@example.com,9924420439,32,Female
CUST-0308,Gaurav Nair,gauravnair198@example.com,9938638409,48,Male
CUST-0309,Rashmi Bhat,rashmibhat800@example.com,9943973599,29,Female
CUST-0310,Amit Patil,amitpatil721@example.com,9922816069,25,Male
CUST-0311,Pari Nair,parinair940@example.com,9957202599,21,Female
CUST-0312,Alia Agrawal,aliaagrawal851@example.com,9958328189,23,Female
CUST-0313,Saanvi Ghosh,saanvighosh335@example.com,9955439879,55,Female
CUST-0314,Shaurya Ghosh,shauryaghosh739@example.com,9993056169,24,Male
CUST-0315,Isha Khan,ishakhan588@example.com,9977043589,21,Female
CUST-0316,Rohan Joshi,rohanjoshi801@example.com,9933613869,31,Male
CUST-0317,Preeti Gupta,preetigupta110@example.com,9924819349,27,Female
CUST-0318,Sonam Pillai,sonampillai506@example.com,9918091909,31,Female
CUST-0319,Gaurav Kapoor,gauravkapoor144@example.com,9991476609,28,Male
CUST-0320,Aryan Iyer,aryaniyer842@example.com,9945088219,21,Male
CUST-0321,Kareena Saxena,kareenasaxena143@example.com,9953682229,24,Female
CUST-0322,Pooja Joshi,poojajoshi290@example.com,9987814149,22,Female
CUST-0323,Preeti Ghosh,preetighosh231@example.com,9949135779,25,Female
CUST-0324,Kajol Rao,kajolrao995@example.com,9956205339,32,Female
CUST-0325,Divya Roy,divyaroy257@example.com,9977547819,23,Female
CUST-0326,Sunil Mehta,sunilmehta834@example.com,9911080999,27,Male
CUST-0327,Aditya Saxena,adityasaxena488@example.com,9972563949,22,Male
CUST-0328,Vikas Roy,vikasroy803@example.com,9992827229,29,Male
CUST-0329,Vikram Malhotra,vikrammalhotra314@example.com,9953038569,28,Male
CUST-0330,Ananya Gupta,ananyagupta518@example.com,9944989269,31,Female
CUST-0331,Kajol Singh,kajolsingh846@example.com,9938655779,44,Female
CUST-0332,Kabir Mehta,kabirmehta723@example.com,9918432229,26,Male
CUST-0333,Vikram Iyengar,vikramiyengar517@example.com,9977392609,24,Male
CUST-0334,Akshay Trivedi,akshaytrivedi228@example.com,9909202429,28,Male
CUST-0335,Rani Agrawal,raniagrawal041@example.com,9937977239,39,Female
CUST-0336,Ranveer Reddy,ranveerreddy984@example.com,9925799139,26,Male
CUST-0337,Ishan Verma,ishanverma388@example.com,9962912799,30,Male
CUST-0338,Reyansh Mahajan,reyanshmahajan298@example.com,9906865089,27,Male
CUST-0339,Priyanka Ghosh,priyankaghosh991@example.com,9962473149,30,Female
CUST-0340,Shruti Choudhury,shrutichoudhury009@example.com,9981806359,27,Female
CUST-0341,Ayush Pillai,ayushpillai944@example.com,9986959469,32,Male
CUST-0342,Katrina Saxena,katrinasaxena725@example.com,9988744959,33,Female
CUST-0343,Pari Joshi,parijoshi372@example.com,9913865899,31,Female
CUST-0344,Rohan Sen,rohansen012@example.com,9979611439,26,Male
CUST-0345,Akash Iyer,akashiyer984@example.com,9990277039,41,Male
CUST-0346,Pooja Gupta,poojagupta988@example.com,9939205309,53,Female
CUST-0347,Sunil Iyer,suniliyer566@example.com,9993801189,25,Male
CUST-0348,Jyoti Yadav,jyotiyadav393@example.com,9976904269,28,Female
CUST-0349,Kabir Patil,kabirpatil518@example.com,9948947699,28,Male
CUST-0350,Anil Giri,anilgiri790@example.com,9971416339,36,Male
